,Erro Aceleracao x,Erro Aceleracao y,Erro Velocidade x,Erro Velocidade y,Erro Posicao x,Erro Posicao y,Tempo
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.06929646455628166,0.06929646455628166,0.0003464823227814083,0.0003464823227794511,0.01
2,0.0,0.0,0.20788939366884496,0.20788939366884496,0.0027718585822512666,0.00277185858224982,0.02
3,0.0,0.0,0.4157787873376899,0.41577878733769,0.009355022715098023,0.009355022715098471,0.03
4,0.0,0.0,0.6929646455628166,0.6929646455628167,0.022174868658010133,0.02217486865801277,0.04
5,0.0,0.0,1.039446968344225,1.0394469683442251,0.043310290347676035,0.04331029034767653,0.05
6,0.0,0.0,1.4552257556819148,1.4552257556819153,0.0748401817207842,0.07484018172078422,0.06
7,0.0,0.0,1.9403010075758864,1.9403010075758869,0.11884343671402305,0.1188434367140232,0.07
8,0.0,0.0,2.4946727240261404,2.4946727240261404,0.17739894926408106,0.1773989492640844,0.08
9,0.0,0.0,3.1183409050326745,3.1183409050326745,0.2525856133076467,0.2525856133076463,0.09
10,0.0,0.0,3.8113055505954914,3.8113055505954914,0.34648232278140834,0.34648232278140867,0.1
11,0.0,0.0,4.573566660714588,4.573566660714588,0.4611679716220544,0.46116797162205536,0.11
12,0.0,0.0,5.405124235389968,5.4051242353899696,0.5987214537662734,0.5987214537662737,0.12
13,0.0,0.0,6.30597827462163,6.305978274621631,0.7612216631507538,0.7612216631507511,0.13
14,0.0,0.0,7.276128778409573,7.276128778409574,0.950747493712184,0.9507474937121838,0.14
15,0.0,0.0,8.315575746753797,8.3155757467538,1.1693778393872527,1.1693778393872556,0.15
16,0.0,0.0,9.424319179654304,9.424319179654306,1.419191594112648,1.4191915941126485,0.16
17,0.0,0.0,10.602359077111092,10.602359077111094,1.7022676518250588,1.7022676518250606,0.17
18,0.0,0.0,11.849695439124162,11.849695439124165,2.020684906461173,2.0206849064611774,0.18
19,0.0,0.0,13.166328265693512,13.166328265693517,2.37652225195768,2.376522251957679,0.19
20,0.0,0.0,14.552257556819146,14.55225755681915,2.7718585822512667,2.7718585822512676,0.2
21,0.0,0.0,16.007483312501062,16.007483312501062,3.2087727912786232,3.2087727912786246,0.21
22,0.0,0.0,17.53200553273926,17.532005532739262,3.689343772976436,3.689343772976436,0.22
23,0.0,0.0,19.125824217533733,19.12582421753374,4.2156504212813966,4.215650421281396,0.23
24,0.0,0.0,20.78893936688449,20.788939366884502,4.789771630130188,4.789771630130193,0.24
25,0.0,0.0,22.52135098079154,22.521350980791546,5.413786293459505,5.413786293459509,0.25
26,0.0,0.0,24.323059059254867,24.32305905925487,6.089773305206034,6.089773305206034,0.26
27,0.0,0.0,26.194063602274472,26.194063602274472,6.819811559306463,6.819811559306462,0.27
28,0.0,0.0,28.134364609850355,28.13436460985036,7.605979949697478,7.605979949697474,0.28
29,0.0,0.0,30.14396208198252,30.143962081982533,8.450357370315771,8.450357370315768,0.29
30,0.0,0.0,32.22285601867097,32.22285601867097,9.355022715098027,9.35502271509803,0.3
31,0.0,0.0,34.37104641991571,34.37104641991571,10.32205487798094,10.32205487798094,0.31
32,0.0,0.0,36.58853328571672,36.58853328571672,11.353532752901193,11.353532752901192,0.32
33,0.0,0.0,38.875316616074024,38.875316616074024,12.451535233795473,12.451535233795482,0.33
34,0.0,0.0,41.23139641098759,41.23139641098759,13.61814121460048,13.618141214600481,0.34
35,0.0,0.0,43.65677267045745,43.65677267045745,14.855429589252891,14.855429589252893,0.35000000000000003
36,0.0,0.0,46.151445394483595,46.151445394483595,16.165479251689394,16.165479251689394,0.36
37,0.0,0.0,48.71541458306601,48.71541458306601,17.550369095846687,17.550369095846683,0.37
38,0.0,0.0,51.34868023620472,51.34868023620472,19.012178015661448,19.012178015661448,0.38
39,0.0,0.0,54.05124235389971,54.05124235389971,20.55298490507037,20.55298490507037,0.39
40,0.0,0.0,56.82310093615097,56.82310093615097,22.174868658010148,22.174868658010148,0.4
41,0.0,0.0,59.66425598295853,59.66425598295853,23.879908168417455,23.879908168417465,0.41
42,0.0,0.0,62.57470749432235,62.57470749432235,25.670182330229,25.670182330229004,0.42
43,0.0,0.0,65.55445547024246,65.55445547024247,27.547770037381447,27.547770037381454,0.43
44,0.0,0.0,68.60349991071885,68.60349991071887,29.514750183811504,29.514750183811508,0.44
45,0.0,0.0,71.72184081575153,71.72184081575155,31.573201663455855,31.573201663455855,0.45
46,0.0,0.0,74.90947818534048,74.9094781853405,33.725203370251194,33.72520337025121,0.46
47,0.0,0.0,78.16641201948573,78.16641201948575,35.97283419813418,35.97283419813419,0.47
48,0.0,0.0,81.49264231818725,81.49264231818727,38.31817304104154,38.31817304104155,0.48
49,0.0,0.0,84.88816908144507,84.88816908144507,40.763298792909936,40.763298792909936,0.49
50,0.0,0.0,88.35299230925915,88.35299230925915,43.310290347676066,43.31029034767608,0.5
51,0.0,0.0,91.8871120016295,91.88711200162952,45.96122659927662,45.96122659927663,0.51
52,0.0,0.0,95.49052815855616,95.49052815855616,48.71818644164829,48.71818644164829,0.52
53,0.0,0.0,99.16324078003908,99.16324078003908,51.58324876872776,51.58324876872776,0.53
54,0.0,0.0,102.90524986607831,102.90524986607832,54.55849247445171,54.558492474451725,0.54
55,0.0,0.0,106.71655541667377,106.7165554166738,57.645996452756854,57.64599645275686,0.55
56,0.0,0.0,110.59715743182556,110.59715743182558,60.84783959757985,60.847839597579835,0.56
57,0.0,0.0,114.54705591153362,114.54705591153365,64.1661008028574,64.16610080285741,0.5700000000000001
58,0.0,0.0,118.56625085579796,118.56625085579796,67.60285896252618,67.60285896252621,0.58
59,0.0,0.0,122.65474226461859,122.65474226461859,71.16019297052291,71.16019297052291,0.59
60,0.0,0.0,126.8125301379955,126.8125301379955,74.84018172078426,74.84018172078426,0.6
61,0.0,0.0,131.03961447592866,131.03961447592872,78.6449041072469,78.64490410724692,0.61
