,Erro Aceleracao x,Erro Aceleracao y,Erro Velocidade x,Erro Velocidade y,Erro Posicao x,Erro Posicao y,Tempo
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.09800000000000075,0.07071067811865475,0.07022067811865475,0.01
2,0.0,0.0,0.0,0.19600000000000062,0.1414213562373095,0.13946135623730951,0.02
3,0.0,0.0,0.0,0.2940000000000005,0.21213203435596426,0.20772203435596426,0.03
4,0.0,0.0,0.0,0.39200000000000124,0.28284271247461895,0.27500271247461894,0.04
5,0.0,0.0,0.0,0.4900000000000011,0.3535533905932738,0.3413033905932737,0.05
6,0.0,0.0,0.0,0.588000000000001,0.42426406871192857,0.4066240687119285,0.06
7,0.0,0.0,0.0,0.6859999999999999,0.4949747468305834,0.4709647468305833,0.07
8,0.0,0.0,0.0,0.7840000000000007,0.5656854249492379,0.534325424949238,0.08
9,0.0,0.0,0.0,0.8820000000000006,0.6363961030678927,0.5967061030678927,0.09
10,0.0,0.0,0.0,0.9800000000000004,0.7071067811865475,0.6581067811865473,0.1
11,0.0,0.0,0.0,1.0780000000000012,0.7778174593052022,0.7185274593052021,0.11
12,0.0,0.0,0.0,1.176000000000001,0.8485281374238569,0.7779681374238568,0.12
13,0.0,0.0,0.0,1.274,0.9192388155425116,0.8364288155425116,0.13
14,0.0,0.0,0.0,1.3719999999999999,0.9899494936611664,0.8939094936611663,0.14
15,0.0,0.0,0.0,1.4700000000000006,1.0606601717798212,0.9504101717798212,0.15
16,0.0,0.0,0.0,1.5680000000000014,1.1313708498984758,1.005930849898476,0.16
17,0.0,0.0,0.0,1.6660000000000013,1.2020815280171309,1.0604715280171308,0.17
18,0.0,0.0,0.0,1.764000000000002,1.2727922061357857,1.1140322061357857,0.18
19,0.0,0.0,0.0,1.862000000000001,1.3435028842544403,1.1666128842544403,0.19
20,0.0,0.0,0.0,1.9600000000000017,1.4142135623730954,1.218213562373095,0.2
21,0.0,0.0,0.0,2.0580000000000025,1.4849242404917502,1.26883424049175,0.21
22,0.0,0.0,0.0,2.1560000000000024,1.555634918610405,1.3184749186104048,0.22
23,0.0,0.0,0.0,2.2540000000000022,1.62634559672906,1.3671355967290597,0.23
24,0.0,0.0,0.0,2.352000000000003,1.6970562748477147,1.4148162748477144,0.24
25,0.0,0.0,0.0,2.450000000000002,1.767766952966369,1.4615169529663692,0.25
26,0.0,0.0,0.0,2.548000000000002,1.838477631085024,1.5072376310850235,0.26
27,0.0,0.0,0.0,2.6460000000000017,1.909188309203679,1.5519783092036783,0.27
28,0.0,0.0,0.0,2.7440000000000024,1.9798989873223336,1.5957389873223329,0.28
29,0.0,0.0,0.0,2.8420000000000023,2.0506096654409887,1.638519665440988,0.29
30,0.0,0.0,0.0,2.940000000000002,2.1213203435596437,1.680320343559643,0.3
31,0.0,0.0,0.0,3.038000000000002,2.1920310216782983,1.7211410216782974,0.31
32,0.0,0.0,0.0,3.136000000000002,2.2627416997969534,1.760981699796952,0.32
33,0.0,0.0,0.0,3.2340000000000027,2.333452377915608,1.7998423779156072,0.33
34,0.0,0.0,0.0,3.332000000000002,2.4041630560342626,1.8377230560342617,0.34
35,0.0,0.0,0.0,3.430000000000002,2.474873734152917,1.8746237341529168,0.35000000000000003
36,0.0,0.0,0.0,3.5280000000000022,2.5455844122715723,1.9105444122715716,0.36
37,0.0,0.0,0.0,3.626000000000002,2.6162950903902273,1.9454850903902259,0.37
38,0.0,0.0,0.0,3.724000000000003,2.687005768508882,1.9794457685088809,0.38
39,0.0,0.0,0.0,3.8220000000000027,2.757716446627537,2.012426446627536,0.39
40,0.0,0.0,0.0,3.920000000000003,2.828427124746192,2.0444271247461905,0.4
41,0.0,0.0,0.0,4.018000000000004,2.8991378028648462,2.0754478028648453,0.41
42,0.0,0.0,0.0,4.116000000000003,2.9698484809835013,2.1054884809835,0.42
43,0.0,0.0,0.0,4.214000000000003,3.0405591591021564,2.1345491591021544,0.43
44,0.0,0.0,0.0,4.312000000000003,3.1112698372208114,2.162629837220809,0.44
